486,729268,33.7,6.9,1253,1322,54469,3.7,5,14270,3
737,725956,27.8,8.5,2094,2076,58610,7.7,4.5,11179,4
47,723959,32.2,14.5,4761,3640,71234,9.7,5.6,20656,4
480,717400,28.2,12.3,705,1202,41048,4,9.4,15011,2
659,713968,29,12.5,2438,3077,43780,7.7,4.4,15451,1
1513,709705,29.2,13.7,1902,2205,7099,6.3,10.2,14120,1
599,692134,27.8,14,1269,641,46789,3.8,5.7,16244,3
483,678111,26.1,15,3237,2425,20335,2.2,5,19300,1
908,677491,33.2,10.6,1367,2929,52577,7.8,6.6,12113,3
774,672971,30.7,10.7,1538,2623,68586,9.8,6.6,11886,3
311,671780,31.6,11.8,1637,1880,30548,3.4,5.7,16725,1
498,670080,27.3,14.1,1185,2009,34312,7.5,9,15301,1
1846,669016,28.8,9.4,1168,1372,30235,5,7,14330,4
5963,667490,28.3,10.4,1188,1681,62004,16.8,12.6,10923,4
9187,666880,28.9,13.7,1841,2016,57051,12,3.9,10131,4
385,664937,27,13.4,2171,3559,32419,10.9,6.3,12727,3
59,663906,39.2,12.1,5674,6154,68808,14.4,8.7,15369,1
1113,651525,26.7,14,2532,4602,55604,12.7,5.3,12134,3
449,649623,28.4,12.3,1814,1642,30473,4.3,4.2,18721,4
529,648951,31.6,10,3368,5757,93025,15.4,5.3,14808,3
605,633232,28.1,13.1,1695,3762,61760,9.8,6.5,11785,2
400,616087,28.8,14.1,2758,1903,14830,3.1,7.5,16578,1
61,606900,33.6,12.8,3674,4262,64393,13.3,7.7,14325,3
709,599611,28.4,12.1,1922,3487,57045,11.3,6,10638,3
413,596270,29.9,15.8,1862,2360,34627,8.9,9,10653,1
1013,591610,29.5,8.1,795,1650,54002,22.4,10.8,6830,3
1676,586203,29.5,10.5,915,1226,41980,8.7,6.4,9493,4
435,583887,28.4,13.6,2571,3009,58216,8.9,5.1,11219,4
989,576407,38,7.3,1254,1392,60961,10.2,4.8,10571,3
462,573809,28.1,12.6,1313,3068,36665,9.8,5.7,10564,2
472,553124,25.6,12.7,1300,1904,22302,3.4,5.8,15151,1
47,553099,31.5,12.7,1036,2443,40581,12.4,9,10212,1
184,547651,27.6,15.5,1374,1588,18924,5,5.3,12956,1
268,545837,32.6,8.5,1036,922,56950,7.2,4.4,11465,3
8142,543477,28.3,9.7,682,1194,36318,13.7,11.8,8631,4
608,541174,26.6,10.9,879,1435,16894,2.9,6.7,12202,1
448,516418,28.9,8.4,1093,1499,22349,3.7,4.6,14138,2
413,514990,26.8,13.8,1216,2226,26228,9.5,6,9570,2
527,511433,32,9.4,1114,2021,57999,7.2,4.8,10710,3
502,510784,32.1,11.6,2293,3847,45237,10,4.6,9963,3
556,506325,27.6,14.4,572,1306,22023,7.4,12.3,9378,1
570,503341,28.2,11.5,1158,2512,39496,10,6.1,9712,3
222,502824,27.5,12.2,1255,2041,34814,8,6.9,10021,1
856,500631,29.6,10.8,1007,1460,31553,6.9,7.5,9349,2
181,496938,28.3,13,2500,4018,54238,27.3,6.1,8238,3
103,493819,26.8,15,1362,2541,30299,5.3,6.9,12962,1
156,485765,31,12.2,1512,1140,30574,8.1,4.3,9862,2
1399,480628,27.7,11.1,666,1051,41179,12,12,7427,4
1166,480577,29.2,10.5,1585,1726,41280,10.9,5.2,8419,4
497,475594,25.5,12.3,707,2413,29926,11.7,7.1,7765,2
780,468973,29.4,13,1534,1668,23249,7.1,5.6,9099,1
153,467610,30.3,13.8,2867,3652,37466,13.1,5.4,10360,4
2090,465642,28.1,9.5,502,672,20323,4.9,5.6,8635,4
340,462361,27.8,13,1391,3021,38194,12,8.8,8237,2
619,456310,27.8,14.8,904,1665,24247,10.9,9.6,8703,1
185,453060,28.9,12.9,831,1912,26434,7.6,8.1,9955,1
306,448306,28.1,10.2,1237,1648,41625,11.4,5.6,7666,3
340,447745,31.7,6.3,622,983,27582,3.8,4.1,9820,3
426,441946,30.6,11.4,1038,1488,27717,5,6.2,9848,1
772,438430,26.9,8,551,298,23453,4.1,4.1,9206,4
661,435276,27.1,11.6,576,813,14846,5.3,10.4,9358,1
636,433203,22.4,23.2,513,1475,17379,4.3,7.4,9086,1
640,430459,27.2,10.2,692,1830,33136,14,12.6,7244,2
416,427239,29.6,8.8,616,617,21826,3,5,9740,3
834,423380,34.5,7.8,761,1199,26006,5.5,3.5,8746,3
949,422822,27.2,13.1,574,1241,13086,5.3,5.3,7982,1
469,421353,26.7,10.6,1147,1599,12147,1.8,5.1,13281,1
331,416444,29,11.4,1603,2889,26006,8.1,2.9,8174,2
1875,405382,23.9,18.6,559,1288,37290,9.4,10.1,6014,3
1000,403662,28.5,11.4,930,1840,34071,8.3,4.5,7781,2
1019,398978,26.2,16.6,563,1085,23686,6.3,7.1,7049,3
2127,397014,31.7,8,548,1026,25234,8.1,6.1,6673,4
62,396685,28.7,16.6,4189,7814,64103,20.6,9,7185,2
805,395066,28.8,10.7,719,1150,13034,3.1,5.6,9090,1
248,393069,35.3,5.9,679,530,23412,4.3,5.4,6956,3
803,391511,28.3,7.4,583,742,27587,4.4,3.9,8812,4
1576,388222,25.8,13.4,840,798,18556,5.2,5.7,8562,4
1569,383545,26.4,10.1,311,860,26712,36.3,17.6,3413,3
456,380105,31.5,9.2,841,1876,41592,15.1,5.4,6797,3
1233,378643,26.7,11.8,850,1898,30409,17.5,7.2,5448,3
756,376396,27.1,10.9,594,920,9491,3,4.6,9309,1
1106,370712,24.3,22.8,495,1349,25736,7.9,6.9,5801,3
1495,370522,27.4,10.8,558,1306,25461,11.4,14.3,5646,4
1023,370321,23.3,17.1,522,1306,7445,8.6,6.9,6321,1
2739,369608,32.8,12.3,875,1031,18313,7.4,6,8095,4
576,367585,24.9,14.4,595,1537,17466,8.9,6.9,6211,2
1202,367085,35.6,9.3,1603,1382,20344,4.8,3.1,7374,2
1764,361364,27,13.2,852,1346,20042,9.8,6.2,5914,4
837,357313,27.4,8.6,298,746,16432,4.5,7.4,6713,2
3322,355660,32.6,9.8,515,602,17870,8.5,10.9,6923,4
477,355054,27.5,9.4,1173,925,15238,2.5,3.3,9287,2
433,352910,32.6,4.7,271,439,17119,2.9,4,7009,3
771,349660,28.5,11.5,1510,2785,42404,10.5,5.8,6373,3
650,347420,30.4,11.9,676,1188,28212,7.3,5.4,7070,3
828,340421,29.7,8.2,481,503,21756,6,7,5878,4
905,339574,26.6,13.1,460,951,11292,4.3,6.2,6622,1
859,336523,26.1,15.6,567,1041,12827,5.2,6.7,6614,1
877,336073,30,10.3,587,1050,12843,4,7.5,7589,1
509,335749,30,12.7,984,2178,22422,10.2,4.6,5836,3
804,335113,21.5,24.7,509,1202,18442,6.1,6.4,6326,3
891,328149,24.1,19.7,594,1495,4982,8.3,8.8,5383,1
226,325824,29.2,13,994,1724,20153,5.3,5.5,8480,1
792,320167,28.2,11.9,650,1358,20504,7.8,4.9,5723,3
521,317471,27.8,9.3,473,1263,16721,5,7.5,6884,2
4824,311921,26.3,10.8,358,656,19489,18,17.1,4588,4
724,311554,27.6,10.1,353,294,12630,4.8,4.4,6210,4
816,307647,28,10.4,479,986,10975,6.4,6.7,6088,1
556,304715,24.4,9.8,687,677,8935,2.2,4.1,7010,2
657,300836,27.4,11.4,552,1268,19842,5.6,5.9,5753,2
917,295039,34.1,10.1,1357,1956,28190,13.8,4.9,4725,3
524,292594,30.4,14.7,1257,1246,15077,6,4.5,6145,1
467,291479,29.9,10.2,308,878,13850,7.6,6.6,4882,2
836,291145,27.3,10.1,584,1406,28606,17.2,7.7,4403,3
347,291130,26.3,15.4,637,1305,12254,4.9,6.6,5760,1
308,287529,27.9,10.3,357,352,17518,5.3,6.1,5142,3
757,285720,34.7,9.5,999,1207,24101,10.1,4.6,4896,3
543,285536,26.3,13.5,738,1573,23532,10.2,5.9,5209,3
710,282937,39.5,7.5,2188,1730,19367,6.4,6,6446,2
4554,282912,27.4,13.1,497,654,16091,9.4,6.5,4442,4
559,281912,37.4,8.7,729,1438,17337,11,6.9,4922,2
745,281131,18.4,32.3,308,941,12509,7.9,8.3,3920,3
1868,278850,23.1,11.5,462,345,12855,4.7,4.2,5561,4
572,277776,18.2,32.1,631,1363,19801,4.6,5.1,6930,3
802,275572,27.5,13.8,468,1417,9936,9.5,7.1,4500,1
570,275227,30.6,6.4,201,283,10953,3.3,4.7,5814,2
653,274566,37.4,6.2,291,586,25247,12.1,6.4,3548,3
889,273525,36.9,5,216,458,20372,4.5,5.6,4869,3
493,271126,26.4,11.6,291,941,9864,9.1,9.5,4340,2
410,265878,29.2,12.3,1194,1609,21554,7.8,4.4,5489,3
174,265475,25.5,10.1,931,745,7194,4.1,5.3,7103,1
1192,265038,29.6,7.6,439,318,19369,8.8,5,4271,4
415,264806,23.5,17.1,601,1473,13181,12.8,6.7,4305,2
848,264036,29.8,5.3,282,571,17625,3.9,5.9,5889,3
1998,263590,33.9,7,291,544,10605,10.6,4.3,3023,4
664,262852,26.8,12.7,329,1088,14563,13.9,8.4,4256,2
664,262798,29.2,11.9,522,1584,14380,13.3,5.8,4045,3
54,261229,41.7,10.5,1101,1471,25194,15.1,6.4,4287,3
906,260120,25.9,10.6,270,825,18842,33.7,12.5,2530,3
802,259462,29,11.4,535,741,9087,3.6,5.1,5753,1
666,254957,31.2,11.9,486,515,7807,4.7,6.8,5165,1
6343,254667,29.5,10.3,603,990,18831,6.3,5,5431,4
869,254441,29.5,11.2,1076,2118,28841,16.7,6.3,4126,3
514,252913,26.5,12.7,521,910,19674,7.7,7.9,4648,2
1213,250836,27.7,15.5,437,905,9234,8.8,6.7,4133,1
725,249238,26.2,13.9,275,1120,10666,8.5,7.9,4481,2
882,248253,25.2,13.3,898,1868,22091,19.1,7.1,4056,3
374,247105,26.9,15,459,933,6452,4.9,6.8,4531,1
457,247052,28.2,14.1,417,927,10637,7.1,5.7,4252,2
695,245845,29,9.2,343,514,7295,3.2,8,5352,1
836,243135,29.1,13,732,1104,13816,5.7,5.7,5194,1
305,240279,28.6,10.8,783,374,8308,1.4,4.1,7972,1
904,239397,25.8,14,449,1724,21677,15.5,6.7,4170,3
805,238912,31.4,8.9,399,933,6635,8.4,5.2,4537,3
628,238053,25.3,10.6,256,299,10706,7,6.6,3997,4
525,237813,26.8,14.3,824,1425,11563,7.2,5.5,4363,1
520,230096,24.7,12.3,1001,488,9460,3,4,8638,4
325,230082,28,10.8,199,339,9746,4.7,7.1,4262,1
446,229734,29.9,11.3,429,390,13707,6.2,8,5060,4
1185,228483,25.7,14.3,376,498,14825,9.4,5.7,3661,4
616,227813,23.9,14.4,225,925,7315,9.4,7.9,3678,2
811,226800,27,12.6,375,832,17198,8.8,5.5,3578,3
875,225421,26.8,4.9,231,301,9433,6.9,3.8,4125,3
285,225366,34.9,9.9,1248,1851,17378,10.2,3.8,4354,3
743,225339,34.2,7.6,452,387,14124,5.6,3.5,4827,4
561,224327,29,14.5,379,990,25167,6.4,8.3,5392,1
562,223411,32.4,10.6,614,793,15306,8.9,5.9,4086,2
900,222636,34.1,9.8,655,1562,14509,13.2,5.6,3438,3
523,220756,25.8,15.1,239,893,9437,8.6,8.3,3675,1
459,219039,24.3,19.8,429,1136,4368,7.8,7.9,3716,1
399,217399,26.9,10.5,950,1592,18586,12.5,7,3858,3
3305,217162,31.4,14.1,424,522,8103,6.8,5.8,3740,4
440,216935,28.5,12.8,494,1112,18732,13.6,4.3,3856,3
338,215686,32.3,3,196,153,9001,2.3,4.3,4431,3
228,215499,26.4,12,233,359,5481,3.6,5.7,4244,2
839,213641,33.9,10.8,389,778,16414,6,2.2,3806,2
561,212907,29,6.9,172,613,7785,3.5,6.4,3993,2
707,212160,28.6,15,460,816,7435,6.5,5.9,3831,1
809,211946,25.5,12,335,1193,16190,14.7,8.8,3583,2
741,211707,21,28.1,322,855,16916,6.8,5.8,3810,3
790,209085,28.4,11.6,419,1102,17388,14.1,5.9,3653,3
675,207949,31,13.3,490,1785,13551,9.2,4.8,3458,2
903,207619,23.9,15.7,569,1342,10246,12.3,7.5,3569,3
1055,205775,27.6,10.4,367,557,9701,6.2,4.1,3866,4
857,204584,23.7,17.5,236,687,4526,9.7,7,3401,1
6226,198213,24.3,16.9,406,1391,7518,9.7,6.5,3056,2
550,195257,28.6,13.4,375,733,5247,2.8,4.6,3759,1
1579,194833,21.6,22.1,235,451,14860,10.8,8.6,2689,3
529,194594,29.6,10.8,289,632,8101,6.7,4.6,3598,2
667,192493,38.5,8.2,413,823,23363,9.4,3.9,3161,3
1387,191707,28.7,7.8,156,318,8692,7.7,5.6,3441,3
1059,191088,34.6,8.8,513,572,10865,12.2,6.7,2587,3
396,189731,27.7,10.7,233,244,8996,7.5,5.2,3227,4
324,189719,31.1,10,1032,1787,17918,14.8,4.9,3024,3
1042,189123,30,13.6,301,560,16486,13.9,6.4,2823,3
4296,188823,25.1,13,231,518,15139,15.6,11.6,2903,4
305,187941,26.2,6.1,166,248,6279,5.5,4.5,2517,4
566,187768,28.9,9.8,163,313,6140,3.8,6.5,3447,2
252,187328,29.8,6.1,695,208,9057,2.2,4.1,5160,3
396,186605,22.1,22,336,384,7441,5.8,11.1,4342,1
2601,186136,32.1,9.6,278,409,8921,6.6,4.1,3190,4
435,186093,23.6,16.9,197,616,4088,10.8,9.7,2822,1
604,183241,26.3,9.4,160,371,4854,2.5,7.1,4005,2
620,182827,26,14.2,581,1219,12483,11.3,7.2,3353,2
1044,182201,25.5,8.6,125,340,9469,9.4,5.5,3113,3
440,182132,28.8,8.3,247,333,6735,4.1,6.7,3814,3
1640,182120,28.2,17.3,327,625,8939,12.2,9.4,2741,4
143,182052,32.4,5.8,191,346,15419,7.3,5.8,2944,3
291,181835,33.7,10.7,1944,1496,15477,8.7,3.6,3498,3
874,181596,40.1,9.3,1180,1096,18218,14.4,4.2,2916,3
812,181276,28.4,10.3,215,221,5281,4.4,5.9,3418,1
216,179278,30.6,10.8,360,1168,11454,14.9,4.6,2780,3
1929,178403,28.2,9.2,185,337,8587,15.4,14.6,2491,4
868,178386,25.8,13.8,600,1330,11929,7.2,4.8,3497,2
357,175093,27.3,12.1,142,368,11865,8.2,6.2,2857,3
333,175034,26,12,234,532,11110,7.9,6.5,3225,2
656,174821,24.8,16.1,469,725,9512,8.2,4.9,2960,3
536,174253,33.9,6.7,217,319,12194,7,4.8,2517,3
920,174092,25.4,14.1,278,411,3593,2.4,7,4380,1
997,173025,41.6,8.8,382,805,11508,8,4.5,2934,2
1404,172796,23.5,12,329,322,8904,5.3,6.8,3485,4
657,171380,28.5,8.3,61,230,3128,6,8.7,2724,2
26,170936,37.6,11.3,615,781,12526,4.3,3.6,5169,3
68,170045,33.9,9.3,354,836,11776,12.2,6.5,2606,3
1071,168134,26.6,10.9,248,845,6399,15.5,7.8,2517,3
701,167611,27.8,8.9,145,259,9814,6.3,4.1,3038,3
581,165365,30,10.8,313,764,7043,15.4,6.7,2264,3
1127,165304,27.8,13,258,413,4701,5.6,5.9,3112,1
235,165058,27,15.7,411,1376,8405,9.1,5.7,2986,2
270,164762,31.1,8.3,361,1018,10599,16.2,5,2779,3
991,164587,26.4,12.6,172,404,6027,4.7,6.9,2947,1
688,163029,23,18.7,301,892,3187,11.2,9.2,2360,1
151,161993,27.4,13,494,1019,18902,13.9,7.4,2290,2
571,161378,25.2,13.7,199,688,12229,11.6,9.1,2619,2
727,161238,25.3,11.7,283,500,7882,7.1,5.9,2791,4
170,161135,26.2,15.1,264,359,7302,3.7,8.6,3237,1
550,160976,26.2,13.1,451,661,13845,7.4,4.7,3148,2
509,158983,25.8,13,182,660,12181,12.4,12,2348,2
576,158330,26,11.1,266,573,9191,7.8,5.7,2423,4
464,156198,26.8,11.2,164,478,7573,5.3,6.4,2619,2
654,154429,29.8,13.2,213,616,5297,6.6,6.3,2745,1
397,153411,28.3,10.4,108,693,11085,4.2,5.7,2822,2
779,152585,22.9,20,147,634,2119,7.7,9.7,2419,1
953,152104,19,27.5,167,664,7099,7.9,8.9,2661,3
2026,152099,22.4,22.8,282,431,9426,6.4,7.5,3892,3
789,152013,27,13.5,127,261,3420,7.1,6.8,2622,1
341,151976,28.6,8.4,212,210,8427,7,6.1,2572,3
929,151309,26.2,13.7,349,795,11712,12.6,6.6,2650,3
1325,150522,33.3,11.4,299,731,12377,13.5,5.4,2275,3
663,150208,28.7,9.4,172,241,4939,3.5,6,2997,3
452,150187,28.1,8.7,82,151,5114,7.4,6,2438,2
573,150171,22.9,21,176,425,9842,8.5,13.8,2123,3
250,149967,27.5,12.9,438,1010,12701,15.9,4.1,2632,3
767,149838,49.7,4.4,104,133,7505,9.8,5.6,1527,3
707,149756,27.1,12.3,127,573,8630,9.4,9.9,2359,2
206,149285,26.1,16.5,403,721,6364,5.7,5.6,3087,1
427,148723,24.9,15,209,769,7154,10.2,7.5,2650,2
400,147548,25.3,13.8,173,463,10131,10.4,6.5,2461,2
3786,147036,22.8,14.1,267,468,7336,11,10.3,2393,4
3396,146601,30,11.5,268,598,4749,9.5,8,2275,1
529,146568,38.2,11.6,348,236,2547,5.7,7.7,2617,1
2785,146389,22.1,16.2,263,522,7170,9.7,7.6,2281,4
392,145896,26.5,6.6,113,92,5365,3.6,4.6,3017,2
725,145607,25.9,12.3,143,431,6568,9.2,11.8,2545,2
790,145351,22.9,18,124,409,3612,17.6,9.4,2042,1
718,145196,25.5,13.6,199,456,7525,8.6,6.6,2063,3
854,144508,24.2,8.9,282,512,4447,11.1,6.2,2475,3
1134,144053,28.2,12.7,175,505,12459,11.6,7.7,2117,3
936,143776,30.8,9.3,178,482,5153,7.8,6.7,2272,3
413,143596,24.6,14.3,377,982,6236,10.4,4.4,2261,3
369,143196,28.4,13.1,340,235,3409,2.6,5.8,3456,1
492,142585,33.6,9.4,101,285,2769,7.6,6,2286,2
611,142191,28.3,11.2,268,1043,10605,19.6,6.4,1972,3
163,142031,28.3,11.5,263,733,6925,8.2,5.4,2405,3
1062,141895,25.7,15.7,164,653,5178,9.9,7.7,2156,1
1012,141092,36.5,9.6,339,168,10650,9.8,7.2,2783,4
640,140510,28.2,11.1,228,511,4860,4.6,4.9,2414,2
439,140320,30.3,12.8,242,528,6170,5.3,4.8,2476,2
1124,139551,29.1,7.6,88,185,5724,7.6,3.8,2084,3
721,139510,26.2,12.6,171,491,7643,7.8,9.7,2336,2
931,139352,26,16.9,375,598,3862,6.3,10.1,2797,1
489,138053,26.7,13.5,181,534,9071,10.2,10.7,2322,1
415,136731,28.5,9.8,134,210,5221,7.1,5.2,2483,2
709,135982,25.1,13.3,172,566,9810,11,8.5,2168,2
3807,135510,31.4,8.8,171,240,8850,20.7,7.4,1542,4
52,133793,33,9.6,163,251,8376,8.8,6.8,1973,3
551,133600,26.1,10.4,83,182,6726,6.9,11.1,2308,2
3357,133239,28.5,7.9,107,382,12202,33.1,9.8,1196,3
3993,131821,29.6,10.2,172,281,7901,10.6,4.5,2093,4
539,131761,35.8,8.1,696,573,4739,5,4.4,2627,1
1323,131556,26.8,12,246,768,6101,18.6,7.1,1923,3
683,131497,28.7,10.6,121,276,9525,7.6,5.5,2198,3
521,130943,26.3,8.9,133,261,3174,2.5,6.8,3196,1
452,130669,25.5,14,140,655,5373,10.3,7.5,2093,2
500,130598,42.3,9.5,232,635,6141,6.8,3.2,2070,2
526,130542,23.7,17,213,654,3196,11,9,1929,1
1184,129180,37,10.5,171,588,5949,5.9,4.6,2449,2
418,128932,26.4,9.8,170,379,4014,4.6,4.5,2265,2
410,128699,33.9,9,164,173,1799,2.7,5.9,2824,1
687,128300,26.2,11.8,101,192,1380,8.3,6.3,2106,2
273,128181,27.5,12.6,140,334,6616,7.6,6.4,2222,2
2120,127780,28.8,12.5,203,214,7070,7.4,6.3,2045,4
764,126994,27.7,12,178,478,8634,11.2,8,1881,3
552,126677,26.9,12,78,221,5662,7.3,5.9,1910,3
497,126137,25,12.9,144,463,7977,8.4,9.4,2042,2
1712,125995,23,11.8,147,163,5152,5.8,6.1,2425,4
809,123809,29.7,11.6,376,912,5625,5.4,2.5,2294,2
1108,123786,45,9,178,270,4136,6.2,6.1,1916,1
649,123692,23.9,13.2,98,297,3140,7.1,7.4,2227,2
449,123372,26.6,10.2,142,123,3430,2.5,5.7,2714,3
2389,123051,24.1,15.2,259,555,8640,16.7,7,1747,4
628,122378,29.5,12.8,243,457,10727,12.5,6.8,2095,3
422,122354,24.5,9.7,125,226,563,4.1,5.8,2312,2
586,121862,49.4,6.7,170,279,8203,14.9,3.6,1540,3
953,121771,29.8,10.7,79,269,3582,8.1,10,1806,1
772,121082,25.5,14.4,136,296,3155,5.7,6.7,1971,1
672,121003,24.5,17.2,150,653,2777,10.1,7.2,1836,1
1073,120940,26.7,11.4,128,191,6835,11,4.9,2165,3
4028,120317,22.5,12.6,182,391,7226,10.9,4,2013,4
199,120284,29,12.5,297,554,11892,9.9,5.9,2059,3
935,120005,27.7,12.1,237,368,3325,3.6,7.1,2472,1
393,119659,32.9,12.7,217,494,1064,10.3,6.1,1878,2
916,119655,30.7,12,204,467,6785,11.2,5.9,1917,3
3573,119118,27.5,12.3,207,311,5737,12.8,8.8,1922,4
901,118934,27.1,9.3,153,389,14643,16.6,6.6,1756,3
1345,118791,33.6,10.5,199,661,4101,7.3,5.4,1753,2
1235,118710,25.4,15.1,232,668,3826,8.4,8,1873,1
619,118570,33.1,8.4,133,215,6072,7.6,5.4,1838,3
400,118412,27.2,11.9,179,464,6830,4.8,6.4,2060,3
581,117206,24.1,14.5,171,725,6103,9.8,8.9,2112,2
5370,116379,24.4,13.7,61,309,6275,18.7,7.9,1326,4
609,116034,28.8,12.4,133,486,4901,11.7,7.3,1598,3
868,115904,26.1,13.4,241,497,4184,7.3,6.8,1986,1
568,115645,25.3,8.2,68,93,3760,3,8.1,2446,2
1545,115400,25.9,12.7,172,254,3655,5.5,5.9,1882,2
727,115243,25.9,9.4,170,346,4777,14,7.1,1553,3
799,114344,26.2,11.2,211,731,8421,15.9,5.9,1711,3
362,113744,25.3,15,162,196,2919,5.2,5.9,1877,1
2635,113419,25.6,12.4,262,554,3879,9,5.3,1959,4
950,113409,32,11.2,208,651,6122,9.8,3.7,1671,3
617,113269,34.5,10.2,128,124,3759,5,6.6,1985,2
1703,112560,25.1,10.1,142,278,6249,8.9,6.8,1951,4
685,112379,40.9,8.4,746,1023,5456,9.3,3.2,1930,2
2686,111974,31.2,12.1,132,378,3851,12.8,9.8,1423,1
444,111723,25.4,13.4,101,415,4849,10.2,9.2,1843,2
1069,111486,34.5,8.7,127,347,5979,13.3,6.6,1475,3
15,111183,38.3,10.3,652,662,8537,4.7,4.6,3524,3
591,110993,29.7,10.3,123,193,5846,8.7,7.6,1659,1
694,110975,16.6,33.8,183,632,3741,5.2,7.2,1816,3
1272,110943,32.7,10.9,124,336,3064,9.5,11,1687,1
754,110765,24.5,16.5,345,1019,5056,4.6,5.9,2511,4
511,110605,26,15.2,114,244,5233,6.8,5.4,1736,3
333,110006,31,12.3,162,241,3838,3.7,6.7,2140,1
405,109755,26.2,13.4,168,560,4734,10.4,7.3,1816,2
4175,109303,25.5,10.2,82,221,8042,20.8,21.3,1587,4
394,108978,45.8,8.6,172,285,1657,9.5,3.7,1555,2
398,108936,25.1,8.2,257,122,1699,2.6,2.8,2798,2
533,108276,23.4,14.9,80,485,898,13,6.7,1364,2
431,108213,27.3,14.8,132,340,4152,6,4.5,1873,3
652,107924,35.4,9.9,496,583,4603,15.5,5.5,1711,3
430,107776,25.6,9.5,184,182,2068,1.8,4.1,3261,1
1322,107728,27.1,13.9,98,291,9665,6.9,6.7,1772,3
8124,107714,18.3,23.8,114,159,3952,9.8,5.4,1474,4
598,107066,26,13.1,149,519,6021,7.8,5.8,1783,2
1135,106913,23.8,17.2,104,504,2982,8.7,9.6,1723,2
5514,106895,27.4,13.8,118,197,5414,15.4,17.8,1228,4
900,106611,26.8,9,139,333,7546,11.5,5.4,2062,3
788,106546,27.1,12.2,69,145,2940,6.5,4.8,1568,3
653,106470,29.3,10,1814,1437,4310,4.5,3.3,2184,2
403,106107,30.2,15.1,179,576,3435,10.7,5,1595,2
601,105986,26.3,8.5,164,277,4560,5.4,5.9,1699,3
470,105259,27.9,13.4,198,527,4020,8.7,9.7,1700,1
949,105179,26.7,10.7,83,281,4318,20.7,8.9,1141,3
